elicitationID,MediaID,Classification,Region,sub_region,reef_name,lng,lat,year
216979,3356,Soft Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Soft Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216979,3356,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 9,145.7086815,-14.95852983,2014
216980,55485,Other,Australia ,Mackay/Capricorn Management Area,Harry's Bommie,151.9297586,-23.46005979,2005
216980,55485,Other,Australia ,Mackay/Capricorn Management Area,Harry's Bommie,151.9297586,-23.46005979,2005
225497,55934,Sand,Australia ,Mackay/Capricorn Management Area,RF Research Beach,151.9142711,-23.4442857,2006
225497,55934,Sand,Australia ,Mackay/Capricorn Management Area,RF Research Beach,151.9142711,-23.4442857,2006
225497,55934,Sand,Australia ,Mackay/Capricorn Management Area,RF Research Beach,151.9142711,-23.4442857,2006
225497,55934,Sand,Australia ,Mackay/Capricorn Management Area,RF Research Beach,151.9142711,-23.4442857,2006
225497,55934,Sand,Australia ,Mackay/Capricorn Management Area,RF Research Beach,151.9142711,-23.4442857,2006
225498,56596,Other,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9272944,-23.43345844,2009
225498,56596,Other,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9272944,-23.43345844,2009
225498,56596,Other,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9272944,-23.43345844,2009
225498,56596,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9272944,-23.43345844,2009
225498,56596,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9272944,-23.43345844,2009
225498,56596,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9272944,-23.43345844,2009
225498,56596,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9272944,-23.43345844,2009
225498,56596,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Cascades,151.9272944,-23.43345844,2009
226147,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
226147,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
226147,56961,Other,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
226147,56961,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
226147,56961,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
226147,56961,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
226147,56961,Sand,Australia ,Mackay/Capricorn Management Area,RF Pams Point,151.9104618,-23.44089708,2010
216984,1324,Soft Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904789,-14.93373313,2014
216984,1324,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904789,-14.93373313,2014
216984,1324,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904789,-14.93373313,2014
216989,60566,Hard Coral,Australia ,Mackay/Capricorn Management Area,RF Plate Ledge,151.9166587,-23.43773536,2009
216989,60566,Algae,Australia ,Mackay/Capricorn Management Area,RF Plate Ledge,151.9166587,-23.43773536,2009
216989,60566,Other,Australia ,Mackay/Capricorn Management Area,RF Plate Ledge,151.9166587,-23.43773536,2009
218376,67678,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Hard Coral,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218376,67678,Other,Australia ,Mackay/Capricorn Management Area,Coral Grotto,151.9204695,-23.43410829,2015
218378,1199,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Algae,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Other,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
218378,1199,Hard Coral,Australia ,Cairns/Cooktown Management Area,Ribbon Reef 10,145.6904711,-14.93340799,2014
